rank,row,col,utility,suitability,basis_match,block_row,block_col
4078,106,23,0.467394,0.18060614,1,6,1
4079,182,133,0.46738565,0.18059333,1,11,8
4080,194,60,0.46736285,0.18055823,1,12,3
4081,60,38,0.46734807,0.1805355,1,3,2
4082,59,37,0.46734804,0.18053548,1,3,2
4083,228,48,0.46734804,0.18053548,1,14,3
4084,188,131,0.46722224,0.18034194,1,11,8
4085,96,31,0.46715692,0.18024144,1,6,1
4086,117,159,0.46715692,0.18024144,1,7,9
4087,238,186,0.46715692,0.18024144,1,14,11
4088,63,159,0.46715406,0.18023704,1,3,9
4089,203,161,0.46715406,0.18023704,1,12,10
4090,100,196,0.46715406,0.18023704,1,6,12
4091,236,33,0.46715406,0.18023704,1,14,2
4092,116,129,0.4671411,0.18021707,1,7,8
4093,10,36,0.4671411,0.18021707,1,0,2
4094,29,129,0.4671411,0.18021707,1,1,8
4095,117,155,0.4671411,0.18021707,1,7,9
4096,56,49,0.46713787,0.18021214,1,3,3
